uniqueID	drugName	condition	review	rating	date	usefulCount
4238	Nitrofurantoin	UTI	Been on this for a while. Seems to help somewhat. I was prescribed Nitrofurantoin for uti.	5	June 03, 2016	179
4239	Ambien	Insomnia	Highly recommend to anyone dealing with this condition. I was prescribed Ambien for insomnia.	9	January 25, 2021	186
4240	Metoprolol	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Metoprolol for high blood pressure.	5	March 07, 2021	37
4241	Hydroxyzine	Anxiety	Did not work for me at all. Waste of money. I was prescribed Hydroxyzine for anxiety.	1	December 19, 2019	69
4242	Atorvastatin	High Cholesterol	Great results overall. I was prescribed Atorvastatin for high cholesterol.	8	August 30, 2018	159
4243	Benzoyl Peroxide	Acne	No major complaints but no major improvements either. I was prescribed Benzoyl Peroxide for acne.	4	March 23, 2019	67
4244	Strattera	ADHD	Changed my life for the better. Finally feel normal again. I was prescribed Strattera for adhd.	7	June 09, 2022	137
4245	Amoxicillin	Pneumonia	No major complaints but no major improvements either. I was prescribed Amoxicillin for pneumonia.	6	July 10, 2021	101
4246	Doxycycline	Pneumonia	Initially helped but stopped working after a month. I was prescribed Doxycycline for pneumonia.	2	September 06, 2020	97
4247	Quetiapine	Bipolar Disorder	No major complaints but no major improvements either. I was prescribed Quetiapine for bipolar disorder.	6	January 05, 2016	83
4248	Meloxicam	Arthritis	Very effective treatment. I was prescribed Meloxicam for arthritis.	10	May 26, 2022	12
4249	Buspirone	Anxiety	Changed my life for the better. Finally feel normal again. I was prescribed Buspirone for anxiety.	7	July 06, 2016	184
4250	Amoxicillin	Pneumonia	It works okay but nothing spectacular. I was prescribed Amoxicillin for pneumonia.	5	September 16, 2022	199
4251	Ciprofloxacin	UTI	Great results overall. I was prescribed Ciprofloxacin for uti.	8	October 25, 2022	97
4252	Januvia	Diabetes Type 2	It works okay but nothing spectacular. I was prescribed Januvia for diabetes type 2.	6	October 16, 2015	121
4253	Bupropion	Depression	No major complaints but no major improvements either. I was prescribed Bupropion for depression.	6	March 02, 2023	15
4254	Famotidine	GERD	Too many side effects. Had to switch medications. I was prescribed Famotidine for gerd.	3	September 22, 2019	80
4255	Famotidine	GERD	No major complaints but no major improvements either. I was prescribed Famotidine for gerd.	6	April 06, 2022	32
4256	Hydroxyzine	Anxiety	Very effective treatment. I was prescribed Hydroxyzine for anxiety.	8	March 06, 2019	153
4257	Insulin Glargine	Diabetes Type 2	My doctor took me off this due to adverse reactions. I was prescribed Insulin Glargine for diabetes type 2.	3	February 01, 2015	12
4258	Losartan	High Blood Pressure	I noticed improvement within the first week. I was prescribed Losartan for high blood pressure.	9	May 08, 2018	135
4259	Quetiapine	Bipolar Disorder	Some improvement but still dealing with symptoms. I was prescribed Quetiapine for bipolar disorder.	5	July 12, 2015	75
4260	Budesonide	Asthma	Initially helped but stopped working after a month. I was prescribed Budesonide for asthma.	3	March 30, 2021	157
4261	Ezetimibe	High Cholesterol	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Ezetimibe for high cholesterol.	8	August 09, 2019	12
4262	Prednisone	Arthritis	Average medication. Does what it is supposed to do. I was prescribed Prednisone for arthritis.	5	October 24, 2016	3
4263	Fexofenadine	Allergies	Been taking for months with consistent positive results. I was prescribed Fexofenadine for allergies.	7	January 31, 2019	125
4264	Synthroid	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Synthroid for hypothyroidism.	5	April 30, 2015	146
4265	Synthroid	Hypothyroidism	Average medication. Does what it is supposed to do. I was prescribed Synthroid for hypothyroidism.	5	June 23, 2017	49
4266	Phentermine	Obesity	Been taking for months with consistent positive results. I was prescribed Phentermine for obesity.	7	June 19, 2016	62
4267	Rizatriptan	Migraine	Results are hit or miss. Some days are better than others. I was prescribed Rizatriptan for migraine.	6	April 11, 2019	200
4268	Naproxen	Pain	Caused severe headaches and nausea. I was prescribed Naproxen for pain.	1	October 10, 2018	179
4269	Cetirizine	Allergies	Did not work for me at all. Waste of money. I was prescribed Cetirizine for allergies.	3	June 13, 2019	161
4270	Meloxicam	Arthritis	Great results overall. I was prescribed Meloxicam for arthritis.	8	August 08, 2015	2
4271	Rosuvastatin	High Cholesterol	Some improvement but still dealing with symptoms. I was prescribed Rosuvastatin for high cholesterol.	5	April 30, 2016	44
4272	Acetaminophen	Pain	Some improvement but still dealing with symptoms. I was prescribed Acetaminophen for pain.	4	January 26, 2020	109
4273	Amoxicillin	UTI	Initially helped but stopped working after a month. I was prescribed Amoxicillin for uti.	2	July 02, 2019	34
4274	Methotrexate	Arthritis	Caused severe headaches and nausea. I was prescribed Methotrexate for arthritis.	3	April 24, 2015	26
4275	Fluoxetine	Depression	Initially helped but stopped working after a month. I was prescribed Fluoxetine for depression.	1	December 14, 2022	25
4276	Escitalopram	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Escitalopram for depression.	5	October 25, 2017	136
4277	Saxenda	Obesity	It works okay but nothing spectacular. I was prescribed Saxenda for obesity.	4	January 26, 2015	194
4278	Adderall	ADHD	Did not work for me at all. Waste of money. I was prescribed Adderall for adhd.	3	April 27, 2020	150
4279	Saxenda	Obesity	Results are hit or miss. Some days are better than others. I was prescribed Saxenda for obesity.	5	December 22, 2022	126
4280	Ritalin	ADHD	Some improvement but still dealing with symptoms. I was prescribed Ritalin for adhd.	6	November 21, 2015	44
4281	Quetiapine	Bipolar Disorder	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Quetiapine for bipolar disorder.	10	February 25, 2015	69
4282	Armour Thyroid	Hypothyroidism	Caused severe headaches and nausea. I was prescribed Armour Thyroid for hypothyroidism.	2	December 13, 2017	42
4283	Atorvastatin	High Cholesterol	I noticed improvement within the first week. I was prescribed Atorvastatin for high cholesterol.	8	March 11, 2023	28
4284	Tretinoin	Acne	Great results overall. I was prescribed Tretinoin for acne.	8	December 05, 2020	64
4285	Famotidine	GERD	Average medication. Does what it is supposed to do. I was prescribed Famotidine for gerd.	4	July 22, 2017	110
4286	Propranolol	Migraine	Been on this for a while. Seems to help somewhat. I was prescribed Propranolol for migraine.	6	July 16, 2015	118
4287	Vyvanse	ADHD	No major complaints but no major improvements either. I was prescribed Vyvanse for adhd.	4	November 22, 2016	94
4288	Melatonin	Insomnia	Average medication. Does what it is supposed to do. I was prescribed Melatonin for insomnia.	6	June 07, 2016	31
4289	Ritalin	ADHD	Highly recommend to anyone dealing with this condition. I was prescribed Ritalin for adhd.	9	August 21, 2018	64
4290	Rizatriptan	Migraine	This medication has been a lifesaver. I was prescribed Rizatriptan for migraine.	7	May 09, 2015	173
4291	Simvastatin	High Cholesterol	My doctor recommended this and it really helped. I was prescribed Simvastatin for high cholesterol.	7	April 27, 2022	94
4292	Montelukast	Allergies	Average medication. Does what it is supposed to do. I was prescribed Montelukast for allergies.	4	August 19, 2016	50
4293	Sertraline	Depression	Made my condition worse. Would not recommend. I was prescribed Sertraline for depression.	2	March 03, 2017	39
4294	Synthroid	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Synthroid for hypothyroidism.	5	November 23, 2021	195
4295	Nitrofurantoin	UTI	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Nitrofurantoin for uti.	9	December 01, 2019	198
4296	Fluticasone	Asthma	Too many side effects. Had to switch medications. I was prescribed Fluticasone for asthma.	2	June 14, 2022	75
4297	Benzoyl Peroxide	Acne	Made my condition worse. Would not recommend. I was prescribed Benzoyl Peroxide for acne.	3	May 06, 2015	49
4298	Strattera	ADHD	No major complaints but no major improvements either. I was prescribed Strattera for adhd.	6	November 26, 2016	18
4299	Ciprofloxacin	UTI	Terrible side effects made me stop taking it. I was prescribed Ciprofloxacin for uti.	3	May 07, 2022	138
4300	Metformin	Diabetes Type 2	Been on this for a while. Seems to help somewhat. I was prescribed Metformin for diabetes type 2.	4	May 05, 2019	63
4301	Januvia	Diabetes Type 2	Average medication. Does what it is supposed to do. I was prescribed Januvia for diabetes type 2.	4	January 06, 2023	162
4302	Yaz	Birth Control	Caused severe headaches and nausea. I was prescribed Yaz for birth control.	2	October 29, 2021	58
4303	Humira	Arthritis	Initially helped but stopped working after a month. I was prescribed Humira for arthritis.	3	December 31, 2021	58
4304	Humira	Arthritis	My doctor recommended this and it really helped. I was prescribed Humira for arthritis.	7	February 18, 2015	9
4305	Buspirone	Anxiety	Caused severe headaches and nausea. I was prescribed Buspirone for anxiety.	2	December 10, 2019	121
4306	Contrave	Obesity	Not worth the side effects. Very disappointed. I was prescribed Contrave for obesity.	2	October 02, 2015	108
4307	Topiramate	Migraine	Average medication. Does what it is supposed to do. I was prescribed Topiramate for migraine.	4	November 06, 2017	65
4308	Rizatriptan	Migraine	My doctor recommended this and it really helped. I was prescribed Rizatriptan for migraine.	7	October 18, 2019	13
4309	Ritalin	ADHD	Been on this for a while. Seems to help somewhat. I was prescribed Ritalin for adhd.	5	January 21, 2019	176
4310	Bupropion	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Bupropion for depression.	4	December 12, 2021	55
4311	Levothyroxine	Hypothyroidism	It works okay but nothing spectacular. I was prescribed Levothyroxine for hypothyroidism.	6	March 13, 2022	175
4312	Humira	Arthritis	Gained significant weight while on this medication. I was prescribed Humira for arthritis.	1	May 20, 2016	37
4313	Strattera	ADHD	Highly recommend to anyone dealing with this condition. I was prescribed Strattera for adhd.	7	September 30, 2020	169
4314	Doxepin	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Doxepin for insomnia.	6	May 15, 2021	148
4315	Rosuvastatin	High Cholesterol	No major complaints but no major improvements either. I was prescribed Rosuvastatin for high cholesterol.	4	September 18, 2021	15
4316	Fexofenadine	Allergies	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Fexofenadine for allergies.	8	June 28, 2021	179
4317	Tramadol	Pain	Did not work for me at all. Waste of money. I was prescribed Tramadol for pain.	3	January 28, 2018	115
4318	Acetaminophen	Pain	Been taking for months with consistent positive results. I was prescribed Acetaminophen for pain.	8	August 10, 2017	9
4319	Venlafaxine	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Venlafaxine for depression.	6	April 11, 2019	181
4320	Melatonin	Insomnia	Average medication. Does what it is supposed to do. I was prescribed Melatonin for insomnia.	5	June 25, 2016	52
4321	Ritalin	ADHD	Been on this for a while. Seems to help somewhat. I was prescribed Ritalin for adhd.	5	January 16, 2020	41
4322	Orlistat	Obesity	Some improvement but still dealing with symptoms. I was prescribed Orlistat for obesity.	5	May 15, 2021	26
4323	Ibuprofen	Pain	Highly recommend to anyone dealing with this condition. I was prescribed Ibuprofen for pain.	9	August 09, 2020	7
4324	Fluticasone	Asthma	Gained significant weight while on this medication. I was prescribed Fluticasone for asthma.	3	May 10, 2017	44
4325	Phentermine	Obesity	No major complaints but no major improvements either. I was prescribed Phentermine for obesity.	4	June 25, 2021	142
4326	Ortho Tri-Cyclen	Birth Control	I noticed improvement within the first week. I was prescribed Ortho Tri-Cyclen for birth control.	8	May 11, 2016	11
4327	Buspirone	Anxiety	Some improvement but still dealing with symptoms. I was prescribed Buspirone for anxiety.	4	July 31, 2017	44
4328	Lisinopril	High Blood Pressure	Works well with minimal side effects. I was prescribed Lisinopril for high blood pressure.	8	October 04, 2022	133
4329	Budesonide	Asthma	Been taking for months with consistent positive results. I was prescribed Budesonide for asthma.	10	April 04, 2019	29
4330	Metformin	Diabetes Type 2	Been on this for a while. Seems to help somewhat. I was prescribed Metformin for diabetes type 2.	4	January 30, 2022	152
4331	Strattera	ADHD	Been taking for months with consistent positive results. I was prescribed Strattera for adhd.	7	May 13, 2016	2
4332	Adderall	ADHD	Initially helped but stopped working after a month. I was prescribed Adderall for adhd.	3	February 14, 2017	95
4333	Albuterol	Asthma	My doctor recommended this and it really helped. I was prescribed Albuterol for asthma.	7	September 10, 2015	185
4334	Ranitidine	GERD	Average medication. Does what it is supposed to do. I was prescribed Ranitidine for gerd.	6	April 15, 2022	62
4335	Venlafaxine	Depression	Highly recommend to anyone dealing with this condition. I was prescribed Venlafaxine for depression.	7	July 14, 2015	123
4336	Doxepin	Insomnia	Been on this for a while. Seems to help somewhat. I was prescribed Doxepin for insomnia.	4	March 12, 2022	35
4337	NuvaRing	Birth Control	Initially helped but stopped working after a month. I was prescribed NuvaRing for birth control.	1	August 01, 2019	150
4338	Methotrexate	Arthritis	This medication has been a lifesaver. I was prescribed Methotrexate for arthritis.	7	January 15, 2015	50
4339	Metoprolol	High Blood Pressure	Caused severe headaches and nausea. I was prescribed Metoprolol for high blood pressure.	1	January 17, 2017	0
4340	Rizatriptan	Migraine	Average medication. Does what it is supposed to do. I was prescribed Rizatriptan for migraine.	5	August 06, 2021	97
4341	Levothyroxine	Hypothyroidism	Very effective treatment. I was prescribed Levothyroxine for hypothyroidism.	8	March 22, 2015	176
4342	Insulin Glargine	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Insulin Glargine for diabetes type 2.	6	June 30, 2022	99
4343	Simvastatin	High Cholesterol	Works well with minimal side effects. I was prescribed Simvastatin for high cholesterol.	10	October 30, 2015	3
4344	Montelukast	Asthma	My doctor recommended this and it really helped. I was prescribed Montelukast for asthma.	8	December 21, 2015	181
4345	Fluoxetine	Depression	Average medication. Does what it is supposed to do. I was prescribed Fluoxetine for depression.	4	January 07, 2015	114
4346	Vyvanse	ADHD	It works okay but nothing spectacular. I was prescribed Vyvanse for adhd.	6	June 22, 2019	157
4347	Quetiapine	Bipolar Disorder	Been on this for a while. Seems to help somewhat. I was prescribed Quetiapine for bipolar disorder.	5	April 06, 2020	10
4348	Phentermine	Obesity	The drowsiness was unbearable. Could not function normally. I was prescribed Phentermine for obesity.	2	April 19, 2021	194
4349	Mirena	Birth Control	Caused severe headaches and nausea. I was prescribed Mirena for birth control.	3	February 23, 2021	51
4350	Loratadine	Allergies	Results are hit or miss. Some days are better than others. I was prescribed Loratadine for allergies.	4	December 28, 2020	185
4351	Valproate	Bipolar Disorder	Made my condition worse. Would not recommend. I was prescribed Valproate for bipolar disorder.	1	May 10, 2019	155
4352	Levothyroxine	Hypothyroidism	Been on this for a while. Seems to help somewhat. I was prescribed Levothyroxine for hypothyroidism.	6	August 16, 2017	138
4353	Atorvastatin	High Cholesterol	Results are hit or miss. Some days are better than others. I was prescribed Atorvastatin for high cholesterol.	5	December 07, 2020	174
4354	Nitrofurantoin	UTI	The drowsiness was unbearable. Could not function normally. I was prescribed Nitrofurantoin for uti.	1	May 06, 2015	94
4355	Valproate	Bipolar Disorder	I noticed improvement within the first week. I was prescribed Valproate for bipolar disorder.	7	January 26, 2019	116
4356	Venlafaxine	Depression	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Venlafaxine for depression.	7	March 25, 2019	5
4357	Amoxicillin	Pneumonia	Some improvement but still dealing with symptoms. I was prescribed Amoxicillin for pneumonia.	6	April 02, 2015	22
4358	Tramadol	Pain	No major complaints but no major improvements either. I was prescribed Tramadol for pain.	5	January 08, 2019	116
4359	Orlistat	Obesity	Been taking for months with consistent positive results. I was prescribed Orlistat for obesity.	7	March 02, 2015	77
4360	Venlafaxine	Depression	This medication has been a lifesaver. I was prescribed Venlafaxine for depression.	7	May 30, 2021	94
4361	Ibuprofen	Pain	Results are hit or miss. Some days are better than others. I was prescribed Ibuprofen for pain.	6	January 19, 2019	85
4362	Contrave	Obesity	Did not work for me at all. Waste of money. I was prescribed Contrave for obesity.	3	March 01, 2020	124
4363	Synthroid	Hypothyroidism	No major complaints but no major improvements either. I was prescribed Synthroid for hypothyroidism.	6	January 05, 2016	171
4364	Tramadol	Pain	My doctor recommended this and it really helped. I was prescribed Tramadol for pain.	8	April 27, 2019	154
4365	Tretinoin	Acne	It works okay but nothing spectacular. I was prescribed Tretinoin for acne.	4	January 28, 2021	172
4366	Ritalin	ADHD	My doctor recommended this and it really helped. I was prescribed Ritalin for adhd.	10	January 12, 2016	155
4367	Valproate	Bipolar Disorder	Some improvement but still dealing with symptoms. I was prescribed Valproate for bipolar disorder.	4	November 20, 2019	68
4368	Doxycycline	Acne	Some improvement but still dealing with symptoms. I was prescribed Doxycycline for acne.	6	October 06, 2021	122
4369	Methotrexate	Arthritis	Results are hit or miss. Some days are better than others. I was prescribed Methotrexate for arthritis.	4	August 07, 2015	181
4370	Trazodone	Insomnia	Average medication. Does what it is supposed to do. I was prescribed Trazodone for insomnia.	6	June 24, 2016	26
4371	Vyvanse	ADHD	Initially helped but stopped working after a month. I was prescribed Vyvanse for adhd.	1	March 08, 2019	124
4372	Januvia	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Januvia for diabetes type 2.	4	September 02, 2020	32
4373	Amlodipine	High Blood Pressure	Made my condition worse. Would not recommend. I was prescribed Amlodipine for high blood pressure.	3	February 12, 2019	127
4374	Lisinopril	High Blood Pressure	No major complaints but no major improvements either. I was prescribed Lisinopril for high blood pressure.	6	July 23, 2015	16
4375	Fluticasone	Asthma	Very effective treatment. I was prescribed Fluticasone for asthma.	8	August 07, 2019	70
4376	Insulin Glargine	Diabetes Type 2	I noticed improvement within the first week. I was prescribed Insulin Glargine for diabetes type 2.	7	May 15, 2017	34
4377	Doxepin	Insomnia	Made my condition worse. Would not recommend. I was prescribed Doxepin for insomnia.	1	August 22, 2020	41
4378	Vyvanse	ADHD	My doctor recommended this and it really helped. I was prescribed Vyvanse for adhd.	10	January 21, 2015	14
4379	Bupropion	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Bupropion for depression.	6	April 24, 2022	132
4380	Doxycycline	Acne	No major complaints but no major improvements either. I was prescribed Doxycycline for acne.	4	December 08, 2017	183
4381	Armour Thyroid	Hypothyroidism	It works okay but nothing spectacular. I was prescribed Armour Thyroid for hypothyroidism.	6	July 12, 2016	107
4382	Bupropion	Depression	Been on this for a while. Seems to help somewhat. I was prescribed Bupropion for depression.	6	March 09, 2019	1
4383	Nitrofurantoin	UTI	It works okay but nothing spectacular. I was prescribed Nitrofurantoin for uti.	4	December 10, 2018	143
4384	Metformin	Diabetes Type 2	It works okay but nothing spectacular. I was prescribed Metformin for diabetes type 2.	6	June 10, 2021	95
4385	Amlodipine	High Blood Pressure	Results are hit or miss. Some days are better than others. I was prescribed Amlodipine for high blood pressure.	4	March 23, 2016	168
4386	Escitalopram	Depression	Some improvement but still dealing with symptoms. I was prescribed Escitalopram for depression.	4	October 17, 2019	20
4387	Januvia	Diabetes Type 2	Some improvement but still dealing with symptoms. I was prescribed Januvia for diabetes type 2.	4	December 10, 2019	13
4388	Lamotrigine	Bipolar Disorder	Too many side effects. Had to switch medications. I was prescribed Lamotrigine for bipolar disorder.	2	June 29, 2015	8
4389	Levothyroxine	Hypothyroidism	Results are hit or miss. Some days are better than others. I was prescribed Levothyroxine for hypothyroidism.	6	August 28, 2021	80
4390	Lisinopril	High Blood Pressure	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Lisinopril for high blood pressure.	7	November 16, 2017	179
4391	Venlafaxine	Depression	Changed my life for the better. Finally feel normal again. I was prescribed Venlafaxine for depression.	7	July 03, 2018	143
4392	Meloxicam	Arthritis	Great results overall. I was prescribed Meloxicam for arthritis.	8	March 30, 2022	36
4393	Valproate	Bipolar Disorder	Results are hit or miss. Some days are better than others. I was prescribed Valproate for bipolar disorder.	6	August 26, 2021	142
4394	Lamotrigine	Bipolar Disorder	Results are hit or miss. Some days are better than others. I was prescribed Lamotrigine for bipolar disorder.	4	November 12, 2018	33
4395	Levofloxacin	Pneumonia	My doctor recommended this and it really helped. I was prescribed Levofloxacin for pneumonia.	8	April 18, 2020	196
4396	Diazepam	Anxiety	Did not work for me at all. Waste of money. I was prescribed Diazepam for anxiety.	2	January 01, 2022	184
4397	Orlistat	Obesity	My doctor took me off this due to adverse reactions. I was prescribed Orlistat for obesity.	3	April 08, 2017	79
4398	Adderall	ADHD	Too many side effects. Had to switch medications. I was prescribed Adderall for adhd.	3	February 19, 2023	198
4399	Sertraline	Depression	My doctor recommended this and it really helped. I was prescribed Sertraline for depression.	8	September 23, 2018	11
4400	Acetaminophen	Pain	Highly recommend to anyone dealing with this condition. I was prescribed Acetaminophen for pain.	8	June 12, 2022	156
4401	Fluticasone	Asthma	I noticed improvement within the first week. I was prescribed Fluticasone for asthma.	7	October 09, 2015	119
4402	Loratadine	Allergies	Very effective treatment. I was prescribed Loratadine for allergies.	8	November 29, 2019	65
4403	Orlistat	Obesity	The drowsiness was unbearable. Could not function normally. I was prescribed Orlistat for obesity.	3	September 12, 2016	107
4404	Phentermine	Obesity	Results are hit or miss. Some days are better than others. I was prescribed Phentermine for obesity.	6	January 23, 2018	139
4405	Atorvastatin	High Cholesterol	No major complaints but no major improvements either. I was prescribed Atorvastatin for high cholesterol.	5	October 25, 2019	114
4406	Ortho Tri-Cyclen	Birth Control	My doctor recommended this and it really helped. I was prescribed Ortho Tri-Cyclen for birth control.	8	May 12, 2018	138
4407	Orlistat	Obesity	Been on this for a while. Seems to help somewhat. I was prescribed Orlistat for obesity.	5	May 28, 2018	45
4408	Humira	Arthritis	Results are hit or miss. Some days are better than others. I was prescribed Humira for arthritis.	5	January 27, 2022	76
4409	Fluticasone	Asthma	Highly recommend to anyone dealing with this condition. I was prescribed Fluticasone for asthma.	7	July 14, 2015	84
4410	Methotrexate	Arthritis	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Methotrexate for arthritis.	8	December 25, 2019	70
4411	Insulin Glargine	Diabetes Type 2	Average medication. Does what it is supposed to do. I was prescribed Insulin Glargine for diabetes type 2.	4	January 14, 2020	158
4412	Meloxicam	Arthritis	It works okay but nothing spectacular. I was prescribed Meloxicam for arthritis.	5	January 31, 2019	101
4413	Doxycycline	Acne	Gained significant weight while on this medication. I was prescribed Doxycycline for acne.	3	January 18, 2017	186
4414	Lisinopril	High Blood Pressure	Not worth the side effects. Very disappointed. I was prescribed Lisinopril for high blood pressure.	1	September 27, 2018	196
4415	Methotrexate	Arthritis	It works okay but nothing spectacular. I was prescribed Methotrexate for arthritis.	6	July 13, 2020	161
4416	Cetirizine	Allergies	Changed my life for the better. Finally feel normal again. I was prescribed Cetirizine for allergies.	7	February 21, 2016	59
4417	Buspirone	Anxiety	It works okay but nothing spectacular. I was prescribed Buspirone for anxiety.	6	March 10, 2020	199
4418	Saxenda	Obesity	Did not work for me at all. Waste of money. I was prescribed Saxenda for obesity.	1	September 27, 2021	175
4419	Amlodipine	High Blood Pressure	Average medication. Does what it is supposed to do. I was prescribed Amlodipine for high blood pressure.	5	April 23, 2018	180
4420	Liothyronine	Hypothyroidism	Terrible side effects made me stop taking it. I was prescribed Liothyronine for hypothyroidism.	1	September 13, 2022	179
4421	Doxycycline	Acne	This medication has been a lifesaver. I was prescribed Doxycycline for acne.	9	July 22, 2019	183
4422	Levofloxacin	Pneumonia	Too many side effects. Had to switch medications. I was prescribed Levofloxacin for pneumonia.	3	July 14, 2018	68
4423	Fluoxetine	Depression	This medication has been a lifesaver. I was prescribed Fluoxetine for depression.	9	December 05, 2015	170
4424	Naproxen	Pain	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Naproxen for pain.	8	July 09, 2018	200
4425	Quetiapine	Bipolar Disorder	Terrible side effects made me stop taking it. I was prescribed Quetiapine for bipolar disorder.	3	February 13, 2015	40
4426	Atorvastatin	High Cholesterol	Did not work for me at all. Waste of money. I was prescribed Atorvastatin for high cholesterol.	3	August 01, 2018	28
4427	Humira	Arthritis	No major complaints but no major improvements either. I was prescribed Humira for arthritis.	6	January 19, 2017	88
4428	Quetiapine	Bipolar Disorder	My doctor took me off this due to adverse reactions. I was prescribed Quetiapine for bipolar disorder.	3	February 08, 2022	158
4429	Methotrexate	Arthritis	Results are hit or miss. Some days are better than others. I was prescribed Methotrexate for arthritis.	6	March 03, 2018	11
4430	Nitrofurantoin	UTI	Results are hit or miss. Some days are better than others. I was prescribed Nitrofurantoin for uti.	4	November 24, 2022	48
4431	Tramadol	Pain	Gained significant weight while on this medication. I was prescribed Tramadol for pain.	1	March 05, 2021	12
4432	Rizatriptan	Migraine	Terrible side effects made me stop taking it. I was prescribed Rizatriptan for migraine.	1	August 02, 2017	170
4433	Sertraline	Depression	It works okay but nothing spectacular. I was prescribed Sertraline for depression.	6	May 28, 2019	73
4434	Amoxicillin	Pneumonia	Average medication. Does what it is supposed to do. I was prescribed Amoxicillin for pneumonia.	4	February 02, 2023	3
4435	Yaz	Birth Control	It works okay but nothing spectacular. I was prescribed Yaz for birth control.	4	February 10, 2018	89
4436	Ibuprofen	Pain	Great results overall. I was prescribed Ibuprofen for pain.	7	October 21, 2019	11
4437	Contrave	Obesity	Works well with minimal side effects. I was prescribed Contrave for obesity.	8	October 22, 2015	138
4438	Cetirizine	Allergies	Some improvement but still dealing with symptoms. I was prescribed Cetirizine for allergies.	5	May 02, 2022	86
4439	Amoxicillin	Pneumonia	Been on this for a while. Seems to help somewhat. I was prescribed Amoxicillin for pneumonia.	5	January 11, 2019	88
4440	Ranitidine	GERD	Changed my life for the better. Finally feel normal again. I was prescribed Ranitidine for gerd.	7	October 26, 2018	37
4441	Januvia	Diabetes Type 2	Caused severe headaches and nausea. I was prescribed Januvia for diabetes type 2.	2	October 17, 2015	8
4442	Insulin Glargine	Diabetes Type 2	Results are hit or miss. Some days are better than others. I was prescribed Insulin Glargine for diabetes type 2.	6	May 21, 2021	147
4443	Lisinopril	High Blood Pressure	Been taking for months with consistent positive results. I was prescribed Lisinopril for high blood pressure.	7	May 28, 2021	109
4444	Adderall	ADHD	Works well with minimal side effects. I was prescribed Adderall for adhd.	7	February 17, 2021	99
4445	Liothyronine	Hypothyroidism	Initially helped but stopped working after a month. I was prescribed Liothyronine for hypothyroidism.	1	June 30, 2015	199
4446	Famotidine	GERD	Been on this for a while. Seems to help somewhat. I was prescribed Famotidine for gerd.	4	December 29, 2017	177
4447	Naproxen	Pain	Too many side effects. Had to switch medications. I was prescribed Naproxen for pain.	3	May 24, 2021	73
4448	Fexofenadine	Allergies	Some improvement but still dealing with symptoms. I was prescribed Fexofenadine for allergies.	6	March 26, 2015	0
4449	Budesonide	Asthma	Side effects were mild and temporary. The benefits far outweigh them. I was prescribed Budesonide for asthma.	7	March 25, 2019	194
4450	Isotretinoin	Acne	Very effective treatment. I was prescribed Isotretinoin for acne.	9	February 02, 2015	55
4451	Isotretinoin	Acne	It works okay but nothing spectacular. I was prescribed Isotretinoin for acne.	4	October 26, 2015	126
4452	Mirena	Birth Control	Average medication. Does what it is supposed to do. I was prescribed Mirena for birth control.	4	November 10, 2017	33
4453	Fluticasone	Asthma	My doctor recommended this and it really helped. I was prescribed Fluticasone for asthma.	8	March 09, 2016	117
4454	Vyvanse	ADHD	Some improvement but still dealing with symptoms. I was prescribed Vyvanse for adhd.	6	July 12, 2021	15
4455	Doxycycline	Acne	Great results overall. I was prescribed Doxycycline for acne.	9	June 25, 2017	78
4456	Methotrexate	Arthritis	It works okay but nothing spectacular. I was prescribed Methotrexate for arthritis.	6	March 04, 2015	188
4457	Metformin	Diabetes Type 2	Caused severe headaches and nausea. I was prescribed Metformin for diabetes type 2.	3	August 04, 2022	11
4458	Topiramate	Migraine	Terrible side effects made me stop taking it. I was prescribed Topiramate for migraine.	2	February 22, 2022	195
4459	Strattera	ADHD	Not worth the side effects. Very disappointed. I was prescribed Strattera for adhd.	2	November 03, 2017	62
4460	Amlodipine	High Blood Pressure	Works well with minimal side effects. I was prescribed Amlodipine for high blood pressure.	7	December 29, 2015	98
4461	Budesonide	Asthma	Great results overall. I was prescribed Budesonide for asthma.	8	July 11, 2016	157
4462	Losartan	High Blood Pressure	Very effective treatment. I was prescribed Losartan for high blood pressure.	10	February 13, 2020	85
4463	Valproate	Bipolar Disorder	Very effective treatment. I was prescribed Valproate for bipolar disorder.	8	May 05, 2021	47
